,Unnamed: 0,SourceName,TargetName
11870,11870,thiruvazhunthoor,तिरुवाज़ुन्थूर
11871,11871,thomas cook,थॉमस कुक
11872,11872,thomas hardy,टॉमस हार्डी
11873,11873,thomas hobbs,टॉमस हॉब्स
11874,11874,thomas paine,थॉमस पेन
11875,11875,thomas road baptist,थॉमस रोड बैपटिस्ट
11876,11876,thompson,थॉमसन
11877,11877,thomson,थॉम्सन
11878,11878,thoppaiyar reservoir,थोपइयर रिज़रवायर
11879,11879,thorarinsson medal,थोरारिंसन मेडल
11880,11880,thorington road baptist,थोरिंग्टन रोड बैपटिस्ट
11881,11881,thorium,थोरियम
11882,11882,thornton,थोरंटन
11883,11883,thorolf rafto memorial prize,थोरोल्फ रैफ्टो मेमोरियल प्राइज़
11884,11884,thracian,थ्रासियन
11885,11885,three gorges dam,थ्री गोरजेस डैम
11886,11886,three hundreed days after,थ्री हंडरेज डेज़ आफ्टर
11887,11887,throgs neck,थ्रॉग्ज नेक
11888,11888,thunderchild,थंडरचाइल्ड
11889,11889,thurayya,थुरय्या
11890,11890,thurnwald,थुर्नवाल्ड
11891,11891,thuwaybah,थुवैबाह
11892,11892,thyssenkrupp,थाइसेनकृप
11893,11893,tiara,टियारा
11894,11894,tibesti,तिबेस्ती
11895,11895,tickner,टिक्नर
11896,11896,tictoria,तिकतोरिया
11897,11897,tierney,टिएर्नी
11898,11898,tiffany,टिफेनी
11899,11899,tijuca,तिजुका
11900,11900,tikamgarh,टीकमगढ़
11901,11901,tikkekar,टिकेकर
11902,11902,tikolo,टिकॉलो
11903,11903,tilbury fort,टिल्बरी फोर्ट
11904,11904,tillie,टिली
11905,11905,tilottama,तिलोत्तमा
11906,11906,tim,टिम
11907,11907,tim cary,टिम कॅरी
11908,11908,tim robinson,टिम रॉबिंसन
11909,11909,tim zoehrer,टिम ज़ोहरर
11910,11910,timbales,टिमबेल्स
11911,11911,timbe,टिंबे
11912,11912,time warner,टाइम वॉर्नर
11913,11913,timor,तिमोर
11914,11914,timothy,टिमोथी
11915,11915,tin,टिन
11916,11916,tind,टिंड
11917,11917,tino,टीनो
11918,11918,tino best,टिनो बेस्ट
11919,11919,tipper gore,टिपर गोर
11920,11920,tiptree award,टिपट्री अवार्ड
11921,11921,tirath,तीरथ
11922,11922,tiruchengode,तिरुचेन्गोड़े
11923,11923,tiruchirapalli,तिरुचिरापल्ली
11924,11924,tirukkannankudi,तिरुक्कन्नानकुडी
11925,11925,tirukkottiyur,तिरुक्कोत्तियूर
11926,11926,tirupati,तिरुपती
11927,11927,tirupatisaram,तिरुपतीसराम
11928,11928,tirupparamkunram,तिरुप्पराम्कुंरम
11929,11929,tiruvanantpuram,तिरुवनन्तपुरम
11930,11930,tiruvannamalai samburwaryaar,तिरुवन्नामलाई सबुंरवरयार
11931,11931,titan industries,टाइटन इंडस्ट्रीज़
11932,11932,titania,टिटानिया
11933,11933,titicaca,टिटिकाका
11934,11934,titus,टाइटस
11935,11935,to'ere,टोएरे
11936,11936,tobacco root,टोबॅक्को रूट
11937,11937,toboggan,टोबॉगन
11938,11938,tohana,टोहाणा
11939,11939,tohda,टोहड़ा
11940,11940,tohfa mohabbat ka,तोहफा मोहब्बत का
11941,11941,tokantins,टोकनटिंस
11942,11942,toktogul,टोक्टोगुल
11943,11943,tokyo electric power,टोक्यो इलेक्ट्रिक पॉवर
11944,11944,tolstoy,टॉलस्टॉय
11945,11945,tom,टौम
11946,11946,tom cruise,टॉम क्रुज़
11947,11947,tom hogan,टॉम हॉगन
11948,11948,tom riz,टॉम रिज़
11949,11949,tom selleck,टॉम सीलॅक
11950,11950,tomai,टोमेई
11951,11951,tomas,टॉमस
11952,11952,tommy,टॉमी
11953,11953,tommy hilfiger,टॉमी हिल्फ़िज़र
11954,11954,tonback,टोनबैक
11955,11955,tonganoxie christian,टाँगनॉक्सी क्रिश्चियन
11956,11956,tongo,टॉगो
11957,11957,toni,टोनी
11958,11958,tony award,टोनी अवार्ड
11959,11959,tony kent strix award,टोनी केंट स्ट्रिक्स अवार्ड
11960,11960,tony opatha,टोनी ओपाथा
11961,11961,tonya,टोन्या
11962,11962,top image systems,टॉप इमेज सिस्टम्स
11963,11963,topeka bible,टोपेका बायबल
11964,11964,toppan printing,टॉपन प्रिंटिंग
11965,11965,toran,तोरन
11966,11966,tori,टोरी
11967,11967,torrance,टॉरेंस
11968,11968,torrent group,टॉरेंट ग्रुप
11969,11969,tosa,टोसा
11970,11970,toshiba,तोशिबा
11971,11971,toubro infotech,टूब्रो इंफ़ोटेक
11972,11972,traci,ट्रेसी
11973,11973,track and field,ट्रैक एण्ड फील्ड
11974,11974,trafalgar,ट्रफल्गर
11975,11975,transamerica pyramid,ट्रांसमेरीका पिरामिड
11976,11976,transvaal,ट्रांसवाल
11977,11977,travis baptist,ट्रॅविस बैपटिस्ट
11978,11978,tregrosse,ट्रेंग्रोसी
11979,11979,trehan,त्रेहन
11980,11980,trend,ट्रेंड
11981,11981,trenton,ट्रेंटन
11982,11982,trethewey,ट्रेथवे
11983,11983,treva,ट्रेवा
11984,11984,trevor franklin,ट्रेवर फ्रेंकलिन
11985,11985,trevor laughlin,ट्रेवर लाफ्लिन
11986,11986,trevor madondo,ट्रेवर मैडोंडो
11987,11987,trey,ट्रे
11988,11988,triborough,त्रिबोरघ
11989,11989,trident,ट्रिडेंट
11990,11990,tridev,त्रिदेव
11991,11991,trieste,ट्रिस्टे
11992,11992,triguni,त्रिगुणी
11993,11993,trillium award,ट्रिलियम अवार्ड
11994,11994,trilochan,त्रिलोचन
11995,11995,trinetra,त्रिनेत्रा
11996,11996,trini,ट्रीनी
11997,11997,trinidad and tobago,त्रिनिदाद एण्ड टोबॅगो
11998,11998,trinity lutheran,ट्रीनिटी लुथरेन
11999,11999,trintech group,ट्रिनटेक ग्रुप
12000,12000,triparna,त्रिपर्णा
12001,12001,tripoli,ट्रिपॉली
12002,12002,tripta,तृप्ता
12003,12003,tripti,तृप्ति
12004,12004,tripura,त्रिपुरा
12005,12005,tripurasundari,त्रिपुरसुन्दरी
12006,12006,tripuri,त्रिपुरी
12007,12007,trish,त्रिश
12008,12008,trisha,तृशा
12009,12009,trishagni,त्रिशाग्नी
12010,12010,trishna,तृष्णा
12011,12011,tristan,ट्रिस्टन
12012,12012,tristana,त्रिस्तना
12013,12013,tristessa,त्रिस्तेस्सा
12014,12014,tristram,ट्रिस्ट्रम
12015,12015,triveni,त्रिवेणी
12016,12016,trixie,ट्रिक्सी
12017,12017,triyama,त्रियामा
12018,12018,troposphere,ट्रोपोस्फीयर
12019,12019,troy,ट्रॉय
12020,12020,truckin,ट्रकिन
12021,12021,trula,ट्रूला
12022,12022,trupta,तृप्ता
12023,12023,tryna,ट्रायना
12024,12024,trynt,ट्रायंट
12025,12025,tsavo east,त्सावो ईस्ट
12026,12026,tsiolkovsky,सियोलकोवस्की
12027,12027,tu hi tu,तू ही तू
12028,12028,tu nagin main sapera,तू नागिन मैं सपेरा
12029,12029,tucker,टकर
12030,12030,tucson,टूक्सॉन
12031,12031,tudor,ट्यूडर
12032,12032,tugrik,तुग्रिक
12033,12033,tuhina,तुहिना
12034,12034,tula,टुला
12035,12035,tulasi,तुलसीदास
12036,12036,tulasidas,तुलसीदास
12037,12037,tulayb,तुलैब
12038,12038,tulayhah,तुलैहाह
12039,12039,tulika,तूलिका
12040,12040,tulsa,टुलसा
12041,12041,tum mere ho,तुम मेरे हो
12042,12042,tum par hum quarban,तुम पर हम क़ुर्बान
12043,12043,tumadur,तुमादुर
12044,12044,tumhare bina,तुम्हारे बिना
12045,12045,tumucumaque,तुमुकुमाक
12046,12046,tung chung fort,तुंग चुंग फोर्ट
12047,12047,tungar,तुंगर
12048,12048,tungsten,टंगस्टन
12049,12049,tunis,ट्यूनिस
12050,12050,tunisia,टुनिशिया
12051,12051,tuntex sky tower,टर्नटेक्स स्काय टॉवर
12052,12052,tura,तूरा
12053,12053,turco-persian war,टर्को-पर्शियन वार
12054,12054,turkana,टुर्काना
12055,12055,turkish-transylvanian war,टर्किश-ट्रांसिल्वेनियन वार
12056,12056,turley,टर्ली
12057,12057,turner prize,टर्नर प्राइज़
12058,12058,tushaar,तुषार
12059,12059,tushar imran,तुषार इमरान
12060,12060,tuteja,टुटेजा
12061,12061,twensang,त्वेनसांग
12062,12062,twyla,ट्वायला
12063,12063,tyagarajar,त्यागराजार
12064,12064,tyanne,टायनी
12065,12065,tyger,टिगर
12066,12066,tyrone,टायरॉन
12067,12067,tyson,टायसन
12068,12068,tyson foods,टायसॉन फ़ूड्स
12069,12069,ud,उद
12070,12070,uda walawe,उदा वालावे
12071,12071,udaipur,उदयपुर
12072,12072,uday,उदय
12073,12073,udaysah,उदैसाह
12074,12074,uddhav,उद्धव
12075,12075,udell,उदेल
12076,12076,udhampur,ऊधमपुर
12077,12077,uditi,उदिति
12078,12078,ugaani,उगाणी
12079,12079,ugo,उगो
12080,12080,uhban,उहबन
12081,12081,ujaalaa,उजाला
12082,12082,ujagar,उजागर
12083,12083,ujani,उजानी
12084,12084,ujesh ranchod,उजेश रेंचड
12085,12085,ujjain,उज्जैन
12086,12086,ujung kulon,उजुंग कुलोन
12087,12087,ujwala,उज्वला
12088,12088,ukhrul,उखरुल
12089,12089,ukkusiksalik,उक्कुसिक्सालिक
12090,12090,ukulele,युकुलेले
12091,12091,ulaanbaatar,उलनबटोर
12092,12092,ulfah,उल्फाह
12093,12093,ulla,यूला
12094,12094,ullas,उल्लास
12095,12095,ulmer,उल्मेर
12096,12096,ulupi,उलुपी
12097,12097,umakant,उमकांत
12098,12098,umanath,उमनाथ
12099,12099,umang,उमंग
12100,12100,umarah,उमराह
12101,12101,umashankar,उमाशंकर
12102,12102,umashankar joshi,उमाशंकर जोशी
12103,12103,umaymah,उमैमाह
12104,12104,umayr,उमायर
12105,12105,umayyah,उमय्याह
12106,12106,umberto,अम्बेर्टो
12107,12107,umeed,उम्मीद
12108,12108,umer,उमेर
12109,12109,umesh,उमेश
12110,12110,umeshwar,उमेश्वर
12111,12111,umika,उमिका
12112,12112,un_manaa,उन्मना
12113,12113,una,यूना
12114,12114,ungava,उगावा
12115,12115,unichem labs,युनिकेम लैब्स
12116,12116,unicoi christian,यूनीकोई क्रिश्चियन
12117,12117,unicredito italiano.,यूनीक्रेडिटो इटालियानो
12118,12118,unimak,यूनिमक
12119,12119,union pipe,यूनियन पाइप
12120,12120,unitech,यूनिटेक
12121,12121,united india insurance,यूनाइटेड इंडिया इन्श्योरेन्स
12122,12122,united kingdom,यूनाइटेड किंगडम
12123,12123,united overseas bank plaza,यूनाइटेड ओवरसीस बैंक प्लाज़ा
12124,12124,united phosphorous,यूनाइटेड फ़ॉस्फ़ोरस
12125,12125,united states military academy,यूनाइटेड स्टेट्‍स मिलिट्री अकेडमी
12126,12126,united states steel,यूनाइटेड स्टेट्स स्टील
12127,12127,united technologies,यूनाइटेड टेक्नोलॉजीज़
12128,12128,united western,यूनाइटेड वेस्टर्न
12129,12129,university college london,यूनिवर्सिटी कॉलेज लंडन
12130,12130,university of adelaide,यूनिवर्सिटी ऑफ एडेलेड
12131,12131,university of bath,यूनिवर्सिटी ऑफ बाथ
12132,12132,university of birmingham,यूनिवर्सिटी ऑफ बर्मिंघम
12133,12133,university of bournemouth,यूनिवर्सिटी ऑफ बॉर्नमाउथ
12134,12134,university of brighton,यूनिवर्सिटी ऑफ ब्राइटन
12135,12135,university of california,यूनिवर्सिटी ऑफ कैलिफोर्निया
12136,12136,university of canberra,यूनिवर्सिटी ऑफ कैनबेरा
12137,12137,university of colorado,यूनिवर्सिटी ऑफ कोलोरैडो
12138,12138,university of coventry,यूनिवर्सिटी ऑफ कॉवेंनट्री
12139,12139,university of durham,यूनिवर्सिटी ऑफ डरहैम
12140,12140,university of east anglia,यूनिवर्सिटी ऑफ ईस्ट एंग्लिया
12141,12141,university of east london,यूनिवर्सिटी ऑफ ईस्ट लंडन
12142,12142,university of edinburgh,यूनिवर्सिटी ऑफ एडिंबर्ग
12143,12143,university of glamorgan,यूनिवर्सिटी ऑफ ग्लेमॉर्गन
12144,12144,university of glasgow,यूनिवर्सिटी ऑफ ग्लैसगो
12145,12145,university of gloucestershire,यूनिवर्सिटी ऑफ ग्लॉसेस्टरशायर
12146,12146,university of hertfordshire,यूनिवर्सिटी ऑफ हर्टफोर्डशायर
12147,12147,university of huddersfield,यूनिवर्सिटी ऑफ हडर्सफील्ड
12148,12148,university of kent,यूनिवर्सिटी ऑफ केंट
12149,12149,university of lancaster,यूनिवर्सिटी ऑफ लैंकेस्टर
12150,12150,university of leeds,यूनिवर्सिटी ऑफ लीड्‍स
12151,12151,university of miami,यूनिवर्सिटी ऑफ मियामी
12152,12152,university of nebraska,यूनिवर्सिटी ऑफ नेब्रास्का
12153,12153,university of nevada,यूनिवर्सिटी ऑफ नेवाडा
12154,12154,university of new south wales,यूनिवर्सिटी ऑफ न्यू साउथ वेल्स
12155,12155,university of newcastle,यूनिवर्सिटी ऑफ न्यूकैसल
12156,12156,university of north carolina,यूनिवर्सिटी ऑफ नार्थ कैरोलीना
12157,12157,university of notre dame,यूनिवर्सिटी ऑफ नोटर डेम
12158,12158,university of portsmouth,यूनिवर्सिटी ऑफ पोर्ट्समाउथ
12159,12159,university of saint andrews,यूनिवर्सिटी ऑफ सेंट एण्ड्रयूस
12160,12160,university of sheffield,यूनिवर्सिटी ऑफ शेफफील्ड
12161,12161,university of south queensland,यूनिवर्सिटी ऑफ साउथ क्वीन्सलैंड
12162,12162,university of southampton,यूनिवर्सिटी ऑफ साउथएंपटन
12163,12163,university of stirling,यूनिवर्सिटी ऑफ स्टर्लिंग
12164,12164,university of strathclyde,यूनिवर्सिटी ऑफ स्ट्रैथक्लाइड
12165,12165,university of surrey,यूनिवर्सिटी ऑफ सरेय
12166,12166,university of sussex,यूनिवर्सिटी ऑफ सुसेक्स
12167,12167,university of sydney,यूनिवर्सिटी ऑफ सिडनी
12168,12168,university of technology,यूनिवर्सिटी ऑफ टेक्नोलॉजी
12169,12169,university of teeside,यूनिवर्सिटी ऑफ टीसाइड
12170,12170,university of the sunshine coast,यूनिवर्सिटी ऑफ द सनशाइन कोस्ट
12171,12171,university of tokyo,यूनिवर्सिटी ऑफ टोक्यो
12172,12172,ununbium,यूननबियम
12173,12173,ununtrium,यूननट्रियम
12174,12174,upadhye,उपाध्ये
12175,12175,upasana,उपासना
12176,12176,uppar reservoir,उप्पर रिज़रवायर
12177,12177,upul chandana,उपुल चन्दाना
12178,12178,upul tharanga,उपुल थरंगा
12179,12179,ura,उरा
12180,12180,uran,युरन
12181,12181,uranium,यूरेनियम
12182,12182,uranus,यूरेनस
12183,12183,urbana,अरबाना
12184,12184,urdhvareshe,उर्ध्वरेशे
12185,12185,urdu,उर्दू
12186,12186,urmi,उर्मि
12187,12187,urmil,उर्मिल
12188,12188,urmila,उर्मिला
12189,12189,urmimala,उर्मिमाला
12190,12190,urshita,उर्शिता
12191,12191,urvashi,उर्वशी
12192,12192,urvi,उर्वि
12193,12193,usariya,उसरिया
12194,12194,usayd,उसैद
12195,12195,usha martin,ऊषा मार्टिन
12196,12196,usman,उस्मान
12197,12197,usman afzaal,उस्मान अफज़ाल
12198,12198,usman dan fodio,उस्मान दान फोडियो
12199,12199,ustad,उस्ताद
12200,12200,utah,उटाह
12201,12201,utaybah,उतैबाह
12202,12202,utpal chatterjee,उत्पल चैटर्जी
12203,12203,utsa,उत्सा
12204,12204,utsaah,उत्साह
12205,12205,uttam,उत्तम
12206,12206,uttara,उत्तरा
12207,12207,uwayam,उवायाम
12208,12208,uzayr,उज़ैर
12209,12209,uzma,उज़्मा
12210,12210,vaable,वाबले
12211,12211,vaachikaa,वाचिका
12212,12212,vaad,वाड
12213,12213,vaaddekar,वाडदेकर
12214,12214,vaaditaa,वादिता
12215,12215,vaageesh,वागीश
12216,12216,vaageeshaa,वागीशा
12217,12217,vaageeshvar,वागीश्वर
12218,12218,vaageeshvaree,वागीश्वरी
12219,12219,vaaghmare,वाघमारे
12220,12220,vaagmitaa,वाग्मिता
12221,12221,vaahid,वाहिद
12222,12222,vaaknis,वाकनीस
12223,12223,vaakpati,वाक्पति
12224,12224,vaalve,वालवे
12225,12225,vaaman,वामन
12226,12226,vaapikaa,वापिका
12227,12227,vaaridhi,वारिधि
12228,12228,vaartha,वार्ता
12229,12229,vaaruni,वारुणि
12230,12230,vaasantee,वासंती
12231,12231,vaasavey,वासवेय
12232,12232,vachan,वचन
12233,12233,vachel,वचेल
12234,12234,vachspati,वाचस्पति
12235,12235,vadan,वदन
12236,12236,vadodara,वडोदरा
12237,12237,vadvekar,वडवेकर
12238,12238,vafi,वाफी
12239,12239,vafia,वाफिया
12240,12240,vahalkar,वहालकर
12241,12241,vahe,वाही
12242,12242,vaheedan,वहीदन
12243,12243,vaibhavee,वैभवी
12244,12244,vaidya,वैद्य
12245,12245,vaikharee,वैखरी
12246,12246,vaikom mahadevar,वैकॉम महादेवार
12247,12247,vaikunth,वैकुंठ
12248,12248,vail,वाइल
12249,12249,vair,वैर
12250,12250,vairaagee,वैरागी
12251,12251,vairaj,वैराज
12252,12252,vaishali,वैशाली
12253,12253,vaishampayan,वैशम्पायन
12254,12254,vaishno devi,वैष्णो देवी
12255,12255,vajhe,वझे
12256,12256,vajont dam,वेजोंट डैम
12257,12257,vajraabh,वज्राभ
12258,12258,vajraachaary,वज्राचार्य
12259,12259,vajraayudh,वज्रायुध
12260,12260,vajramani,वज्रमणि
12261,12261,valdemar,वाल्देमर
12262,12262,valentina,वैलेंटिना
12263,12263,valentine,वैलेंटाइन
12264,12264,valeria,वेलेरिया
12265,12265,valerian,वेलेरियन
12266,12266,valeureuse,वैलेरेउस
12267,12267,valiant,वेलियंट
12268,12268,vallari,वल्लरी
12269,12269,valletta,वेलिट्टा
12270,12270,valley forge,वैली फॉर्ज
12271,12271,valmai,वल्माई
12272,12272,valora,वेलोरा
12273,12273,valsad,बलसाड
12274,12274,valtina,वेल्टीना
12275,12275,vama,वामा
12276,12276,vanadevee,वनदेवी
12277,12277,vanadium,वेनडियम
12278,12278,vanaja,वनजा
12279,12279,vanakan_yaa,वनकन्या
12280,12280,vanamaalee,वनमाली
12281,12281,vanamaataa,वनमाता
12282,12282,vanamala,वनमाला
12283,12283,vanani,वनानी
12284,12284,vanburn holder,वैनबर्न होल्डर
12285,12285,vandan,वंदन
12286,12286,vandana,वन्दना
12287,12287,vandanaa,वंदना
12288,12288,vanessa,वेनसा
12289,12289,vangie,वेनजी
12290,12290,vanguard,वैनगार्ड
12291,12291,vanhi,वान्ही
12292,12292,vanita,वनिता
12293,12293,vanshavardhan,वंशवर्धन
12294,12294,vaparaiso church of christ,व्हापरासिओ
12295,12295,varada,वरदा
12296,12296,varadamanadhi reservoir,वरदामनधी रिज़रवायर
12297,12297,varadraja perumal,वरदराजा पेरूमाल
12298,12298,varaj,वरज
12299,12299,varanasi,वाराणसी
12300,12300,varattupallam reservoir,वरत्तुपल्लम रिज़रवायर
12301,12301,varavarninee,वरवर्णिनी
12302,12302,varda,वर्दा
12303,12303,vardi,वर्दी
12304,12304,vari,वारी
12305,12305,varick,वैरिक
12306,12306,varna,वारणा
12307,12307,varooth,वरूथ
12308,12308,varsha,वर्षा
12309,12309,vartan,वार्टन
12310,12310,varthamanam,वर्तमानम
12311,12311,varuna,वरुणा
12312,12312,varvara,वार्वरा
12313,12313,varyag,वर्याग
12314,12314,vasant,वसंत
12315,12315,vasanti,वसंती
12316,12316,vasavi,वासवी
12317,12317,vash,वश
12318,12318,vasogen,वैसोजेन
12319,12319,vasu,वसु
12320,12320,vasudev,वसुदेव
12321,12321,vasudevyaa,वसुदेव्या
12322,12322,vasudha,वसुधा
12323,12323,vatika,वाटिका
12324,12324,vaughan brown,वॉगन ब्राउन
12325,12325,vayasyaa,वयस्या
12326,12326,vea,विया
12327,12327,ved,वेद
12328,12328,ved maatrakaa,वेद मातृका
12329,12329,vedagy,वेदज्ञ
12330,12330,vedavatee,वेदवती
12331,12331,vedavyaas,वेदव्यास
12332,12332,vedi,वेदी
12333,12333,vedic,वैदिक
12334,12334,vedika,वेदिका
12335,12335,veena,वीणा
12336,12336,veenapani,वीणापाणि
12337,12337,veer bhimsen,वीर भीमसेन
12338,12338,veerana,वीराना
12339,12339,veeravrat,वीरव्रत
12340,12340,veerbhum,वीरभूम
12341,12341,veeresh,वीरेश
12342,12342,veereshwar,वीरेश्वर
12343,12343,veerkar,वीरकर
12344,12344,veethikaa,वीथिका
12345,12345,vega,वेगा
12346,12346,vegavaan,वेगवान
12347,12347,veinticinco de mayo,वेंटिसिन्को डी मेयो
12348,12348,vela,वेला
12349,12349,veladero,वेलाडेरो
12350,12350,velankar,वेलणकर
12351,12351,vellore fort,वेल्लोर फोर्ट
12352,12352,vembakottai reservoir,वेम्बकोत्ताई रिज़रवायर
12353,12353,venecia,वेनसिया
12354,12354,veneer,वेणीर
12355,12355,venezuela,वेनज़ुएला
12356,12356,vengeance,वेंजिआंस
12357,12357,venkataramana,वेंकटरमन
12358,12358,venkateshwar,वेंकटेश्वर
12359,12359,venu,वेणु
12360,12360,venugopal rao,विणुगोपाल राव
12361,12361,veradis,वेरेडिस
12362,12362,verdi,वर्डी
12363,12363,verena,वेरेना
12364,12364,veria folklore museum,वेर‍िया फोकलोर म्युज़ियम
12365,12365,verka,वेरका
12366,12366,verkhoyansk,वेर्खोयांस्क
12367,12367,vermont,वर्मोंट
12368,12368,vermont ski museum,वरमाउंट स्काई म्युज़ियम
12369,12369,verna,वेर्ना
12370,12370,vernalis,वेर्नलीस
12371,12371,verne,वर्नी
12372,12372,verne citadel,वर्न सिटाडेल
12373,12373,veronique,वेरोनिक
12374,12374,verrazano-narrows,वेराज़नो नॅरोज़
12375,12375,verrill,वेरिल
12376,12376,vesta,वेस्टा
12377,12377,veste coburg,वेस्ट कॉबर्ग
12378,12378,veste rosenberg,वेस्ट रोजनबर्ग
12379,12379,vesuvius india,वेसुवियस इंडिया
12380,12380,vetaal,वेताल
12381,12381,vetravati,वेत्रवती
12382,12382,vevay,वेवे
12383,12383,vi,वह्नि
12384,12384,viacom,वियाकॉम
12385,12385,viadhar,विद्याधर
12386,12386,viapeeth,विद्यापीठ
12387,12387,viareggio prize,वायरेगियो प्राइज़
12388,12388,vibha,विभा
12389,12389,vibhooshan,विभूषण
12390,12390,vibhooshit,विभूषित
12391,12391,vibhor,विभोर
12392,12392,vibhutaa,विभुता
12393,12393,vibhuti bhushan,विभूति भूषण
12394,12394,vibraphone,वाइब्राफोन
12395,12395,vic pollard,विक पोलार्ड
12396,12396,vico,विको
12397,12397,victor hugo,विक्टर ह्यूगो
12398,12398,victoria fossil,विक्टोरिया फ़ॉसिल
12399,12399,victory,विक्ट्री
12400,12400,victory assembly of god,विक्ट्री असेंबली ऑफ गॉड
12401,12401,vida,विडा
12402,12402,videh,विदेह
12403,12403,vidhan,विधान
12404,12404,vidhi,विधि
12405,12405,vidisha,विदिशा
12406,12406,vidler,विडलर
12407,12407,vidor,विडोर
12408,12408,vidrumalataa,विद्रुमलता
12409,12409,viduthalai,व‍िदुथलई
12410,12410,vidwans,विद्वांस
12411,12411,vidya,विद्या
12412,12412,vidyalaya,विद्यालय
12413,12413,vidyashankar,विद्याशंकर
12414,12414,vidyul,विद्युल
12415,12415,vietnam,वियतनाम
12416,12416,vihuela,विहुएला
12417,12417,vij,विज
12418,12418,vijay,विजय
12419,12419,vijay bharadwaj,विजय भारद्वाज
12420,12420,vijay yadav,विजय यादव
12421,12421,"vijaya high school, jayanagar, bangalore","विद्या हाई स्कूल, जयनगर, बैंगलोर"
12422,12422,vijaya karnataka,व‍िजय कर्नाटका
12423,12423,vijayaa,विजया
12424,12424,vijayanagar,विजयनगर
12425,12425,vijayshree,विजयश्री
12426,12426,vijender,विजेंदर
12427,12427,vijeta,विजेता
12428,12428,vijeti,विजेती
12429,12429,vijul,विजुल
12430,12430,vikas,विकास
12431,12431,viklaant,विक्लांत
12432,12432,vikraant,विक्रांत
12433,12433,vikram rathour,विक्रम राठौर
12434,12434,vikram solanki,विक्रम सोलंकी
12435,12435,vikram vetal,विक्रम बेताल
12436,12436,vilas,विलास
12437,12437,vilasini,विलासिनी
12438,12438,vilenica prize,विलेनिका प्राइज़
12439,12439,viljoen,विल्जोएन
12440,12440,villette,विलेट
12441,12441,vilmaris,विल्मेरिस
12442,12442,vilmos,विल्मोस
12443,12443,vilnius,बिल्नियस
12444,12444,vimal,विमल
12445,12445,vimicro international corporation,विमाइक्रो इंटरनेशनल कॉर्पोरेशन
12446,12446,vimogh,विमोघ
12447,12447,vin,विन
12448,12448,vinamr,विनम्र
12449,12449,vinatee,विनती
12450,12450,vinati,विनती
12451,12451,vinay,विनय
12452,12452,vinayak,विनायक
12453,12453,vince hogg,विंस हॉग
12454,12454,vince wells,विंस वेल्स
12455,12455,vincent,विनसेंट
12456,12456,vinchurkar,विंचुरकर
12457,12457,vinci,विंसी
12458,12458,vineet,विनीत
12459,12459,vineeta,विनीता
12460,12460,vinnie,विनी
12461,12461,vinny,विन्नी
12462,12462,vinod,विनोद
12463,12463,vinod kambli,विनोद कांबली
12464,12464,vinod mishra,विनोद मिश्र
12465,12465,vinodini,विनोदिनी
12466,12466,vinothen john,विनोथन जॉन
12467,12467,vinya,विनया
12468,12468,violet,वायलेट
12469,12469,vipin,विपिन
12470,12470,viplav,विप्लव
12471,12471,vipra,विप्र
12472,12472,viraam,विराम
12473,12473,viraj,विराज
12474,12474,virat,विरत
12475,12475,virdi,विरदी
12476,12476,virgil,वर्जिल
12477,12477,virginia,वर्जिनिया
12478,12478,virginia reel,वर्जीनिया रील
12479,12479,virgniaud,वर्जिनिऑड
12480,12480,virgo,वर्गो
12481,12481,virupaksha,वीरूपक्ष
12482,12482,vishakha,विशाखा
12483,12483,vishala,विशाला
12484,12484,vishalakshi,विशालाक्षी
12485,12485,vishavanbhar,विशवंभर
12486,12486,vishaya,विषया
12487,12487,vishishat,विशिष्ट
12488,12488,vishnugua,विष्णुगुप्त
12489,12489,vishok,विशोक
12490,12490,vishraant,विश्रांत
12491,12491,vishrut,विश्रुत
12492,12492,vishvaamitr,विश्वामित्र
12493,12493,vishvaas,विश्वास
12494,12494,vishvajayee,विश्वजयी
12495,12495,vishvakarmaa,विश्वकर्मा
12496,12496,vishvaroop,विश्वरूप
12497,12497,vishven_dr,विश्वेन्द्र
12498,12498,vishvesvaraya dam,विश्वेसवराया डैम
12499,12499,vishwa,विश्व
12500,12500,vishwamitra,विश्वामित्र
12501,12501,vishwas,विश्वास
12502,12502,vishwendra,विश्वेंद्र
12503,12503,vishwnath,विश्वनाथ
12504,12504,visualsoft,विज़्युअलसॉफ़्ट
12505,12505,vitankar,विटणकर
12506,12506,vito,वीटो
12507,12507,vitran corporation,वित्रान कॉर्पोरेशन
12508,12508,vitthal,विट्‍ठल
12509,12509,vittorio,विटोरियो
12510,12510,viv richards,विव रिचर्ड्‍स
12511,12511,viveca,विवेका
12512,12512,vivek,विवेक
12513,12513,vivek razdan,विवेक राजदान
12514,12514,vivekaa,विवेका
12515,12515,vivekaanand,विवेकानंद
12516,12516,vivendi universal,विवेंदी यूनिवर्सल
12517,12517,vivi,विवी
12518,12518,vivian,विवियन
12519,12519,viyogee,वियोगी
12520,12520,vmoksha,विमोक्ष
12521,12521,volga,वॉल्गा
12522,12522,volkhovskaya,वोल्खवस्काया
12523,12523,volkswagen,वॉल्क्सवेज़न
12524,12524,voltaire,वॉल्टेअर
12525,12525,voltas,वोल्टास
12526,12526,volvo,वॉल्वो
12527,12527,vonda,वोंडा
12528,12528,vorpommern,वोर्पोमेर्न
12529,12529,vosges,वॉसगेस
